#Script TE-analysis_Shuffle_bed.pl, v4.4.2
#Aggregated results + stats
#Features in input file (counts):
	465
#With 10 bootstraps for exp (expected); sd = standard deviation; nb = number; len = length; avg = average
#Two tests are made (permutation and binomial) to assess how significant the difference between observed and random, so two pvalues are given
#For the two tailed permutation test:
#if rank is < 5 and pvalue is not "ns", there are significantly fewer observed values than expected 
#if rank is > 5 and pvalue is not "ns", there are significantly higher observed values than expected 
#The binomial test is done with binom.test from R, two sided

#Level_(tot_means_all)	#	#	#COUNTS	#	#	#	#	#	#	#	#	#	#	#	#	#
#Rclass	Rfam	Rname	obs_hits	%_obs_(%of_features)	obs_tot_hits	nb_of_trials(nb_of_TE_in_genome)	exp_avg_hits	exp_sd	%_exp_(%of_features)	exp_tot_hits(avg)	obs_rank_in_exp	2-tailed_permutation-test_pvalue(obs.vs.exp)	significance	binomal_test_proba	binomial_test_95%_confidence_interval	binomial_test_pval	significance

LINE	L1	L1ME3C	0	0	290	3290	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001120612	0.6321	ns
LINE	L1	L1MEd	11	2.36559139784946	290	17011	1.66666666666667	1.03279555898864	0.3584229390681	229.1	7	1	ns	0.0006466404	0.0003228434;0.0011567231	1.508e-06	***
LINE	L1	L1MC2	0	0	290	6429	1.33333333333333	0.577350269189626	0.28673835125448	229.1	1	0.2	ns	0	0.0000000000;0.0005736229	0.6485	ns
LINE	L1	L1PA14	3	0.645161290322581	290	3050	1.16666666666667	0.408248290463863	0.25089605734767	229.1	7	1	ns	0.0009836066	0.0002028893;0.0028717992	0.1133	ns
LINE	L1	L1PB1	5	1.0752688172043	290	13305	2.9	1.44913767461894	0.623655913978495	229.1	11	0.2	ns	0.0003757986	0.0001220317;0.0008767688	0.2232	ns
LINE	L1	L1ME5	0	0	290	3436	1.5	0.707106781186548	0.32258064516129	229.1	1	0.2	ns	0	0.000000000;0.001073021	0.4142	ns
LINE	L1	L1P3	3	0.645161290322581	290	3492	1	na	0.21505376344086	229.1	2	0.4	ns	0.0008591065	0.0001772035;0.0025086013	0.08028	ns
LINE	L1	L1PA8	1	0.21505376344086	290	8252	2	0.894427190999916	0.43010752688172	229.1	3	0.6	ns	0.0001211827	3.068077e-06;6.750000e-04	0.7293	ns
LINE	L1	L1MA3	0	0	290	9189	2.42857142857143	1.39727626201154	0.522273425499232	229.1	1	0.2	ns	0	0.0000000000;0.0004013646	0.1876	ns
LINE	L1	HAL1M8	0	0	290	2253	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001635979	0.632	ns
LINE	L1	L1PA7	2	0.43010752688172	290	13324	3.4	2.06559111797729	0.731182795698925	229.1	5	1	ns	0.0001501051	1.817894e-05;5.421248e-04	0.7814	ns
LINE	L1	L1ME4c	0	0	290	9388	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0003928584	0.6321	ns
LINE	L1	L1M3a	0	0	290	649	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.005667821	0.6318	ns
LINE	L1	L1MD2	1	0.21505376344086	290	11073	1.66666666666667	0.816496580927726	0.3584229390681	229.1	4	0.8	ns	9.030976e-05	2.286443e-06;5.030699e-04	1	ns
LINE	L1	L1PA16	0	0	290	14310	1.71428571428571	0.951189731211342	0.368663594470046	229.1	1	0.2	ns	0	0.0000000000;0.0002577501	0.4266	ns
LINE	L1	L1M1	0	0	290	10070	1.44444444444444	0.726483157256779	0.31063321385902	229.1	1	0.2	ns	0	0.0000000000;0.0003662566	0.4132	ns
LINE	L1	L1PBa1	0	0	290	460	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.007987234	0.6317	ns
LINE	L1	L1MC4	0	0	290	23738	3.11111111111111	0.927960727138337	0.669056152927121	229.1	1	0.2	ns	0	0.0000000000;0.0001553877	0.08396	ns
LINE	L1	L1PA15	0	0	290	8557	1.625	0.744023809142845	0.349462365591398	229.1	1	0.2	ns	0	0.000000000;0.000431002	0.42	ns
LINE	L1	L1MA4A	0	0	290	6296	1.42857142857143	0.786795792469443	0.307219662058372	229.1	1	0.2	ns	0	0.0000000000;0.0005857368	0.413	ns
LINE	L1	L1M2a	0	0	290	457	2	na	0.43010752688172	229.1	1	0.2	ns	0	0.000000000;0.008039456	0.2772	ns
LINE	L1	L1MC1	1	0.21505376344086	290	13207	2	1.22474487139159	0.43010752688172	229.1	5	1	ns	7.571742e-05	1.916997e-06;4.217975e-04	0.7293	ns
LINE	L1	L1PB2	1	0.21505376344086	290	2930	1	0	0.21505376344086	229.1	5	1	ns	0.0003412969	8.640853e-06;1.900102e-03	1	ns
LINE	L1	L1M4a1	0	0	290	2697	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001366836	0.6321	ns
LINE	L1	L1MB5	2	0.43010752688172	290	9939	1.6	0.894427190999916	0.344086021505376	229.1	5	1	ns	0.0002012275	2.437051e-05;7.267118e-04	0.677	ns
LINE	L1	L1M8	0	0	290	1728	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002132491	0.632	ns
LINE	L1	L1MA4	0	0	290	10838	2.125	1.1259916264596	0.456989247311828	229.1	1	0.2	ns	0	0.0000000000;0.0003403074	0.2855	ns
LINE	L1	L1MD3	1	0.21505376344086	290	5409	1	0	0.21505376344086	229.1	4	0.8	ns	0.0001848771	4.680671e-06;1.029634e-03	1	ns
LINE	L1	X9_LINE	1	0.21505376344086	290	630	0	0	0	229.1	na	na	na	na	na	na	na
LINE	L1	L1MC5a	2	0.43010752688172	290	17929	2.25	0.5	0.483870967741935	229.1	4	0.8	ns	0.0001115511	1.350964e-05;4.029023e-04	1	ns
LINE	L1	L1P4b	0	0	290	151	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.02413368	0.6309	ns
LINE	L1	L1PB3	0	0	290	3692	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0009986558	0.6321	ns
LINE	L1	L1MD	0	0	290	8633	1.2	0.447213595499958	0.258064516129032	229.1	1	0.2	ns	0	0.0000000000;0.0004272086	0.6385	ns
LINE	L1	L1MB8	2	0.43010752688172	290	16730	1.125	0.353553390593274	0.241935483870968	229.1	9	0.6	ns	0.0001195457	1.447787e-05;4.317728e-04	0.3101	ns
LINE	L1	L1PA6	1	0.21505376344086	290	6147	2	0.666666666666667	0.43010752688172	229.1	3	0.6	ns	0.000162681	4.118717e-06;9.060634e-04	0.7293	ns
LINE	L1	L1M4	16	3.44086021505376	290	20410	3.28571428571429	2.75162289775117	0.706605222734255	229.1	8	0.8	ns	0.0007839294	0.0004481477;0.0012727410	4.063e-07	***
LINE	L1	HAL1b	0	0	290	4384	1.25	0.5	0.268817204301075	229.1	1	0.2	ns	0	0.0000000000;0.0008410876	0.6418	ns
LINE	L1	L1MA1	0	0	290	4311	1.25	0.5	0.268817204301075	229.1	1	0.2	ns	0	0.000000000;0.000855324	0.6418	ns
LINE	L1	L1ME3G	4	0.860215053763441	290	18705	1.71428571428571	0.951189731211342	0.368663594470046	229.1	8	0.8	ns	0.0002138466	5.826897e-05;5.474408e-04	0.09533	ns
LINE	L1	L1MEg	34	7.31182795698925	290	13509	1	0	0.21505376344086	229.1	8	0.8	ns	0.002516841	0.001743596;0.003515273	2.2e-16	***
LINE	L1	L1M4a2	0	0	290	2082	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001770227	0.632	ns
LINE	L1	L1ME2z	0	0	290	7344	1.66666666666667	1.15470053837925	0.3584229390681	229.1	1	0.2	ns	0	0.0000000000;0.0005021723	0.4228	ns
LINE	L1	L1MA10	0	0	290	5121	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0007200842	0.6321	ns
LINE	L1	L1ME3F	0	0	290	4584	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0008044057	0.6321	ns
LINE	L1	L1MB4	6	1.29032258064516	290	9406	1.57142857142857	0.786795792469443	0.337941628264209	229.1	8	0.8	ns	0.0006378907	0.0002341295;0.0013878986	0.005547	**
LINE	L1	L1M2	0	0	290	9157	1.57142857142857	0.786795792469443	0.337941628264209	229.1	1	0.2	ns	0	0.0000000000;0.0004027669	0.417	ns
LINE	L1	L1MB1	1	0.21505376344086	290	6276	1.66666666666667	0.816496580927726	0.3584229390681	229.1	4	0.8	ns	0.0001593372	4.034059e-06;8.874465e-04	1	ns
LINE	L1	L1M6B	0	0	290	728	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.005054326	0.6319	ns
LINE	L1	L1ME2	3	0.645161290322581	290	12914	2	0.894427190999916	0.43010752688172	229.1	7	1	ns	0.000232306	4.790965e-05;6.787452e-04	0.4586	ns
LINE	L1	L1ME3E	0	0	290	4576	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0008058114	0.6321	ns
LINE	L1	tot	178	38.2795698924731	290	963124	92.6	9.66321777555374	19.9139784946237	229.1	11	0.2	ns	0.0001848152	0.0001586632;0.0002140466	3.263e-15	***
LINE	L1	L1PA15-16	0	0	290	1507	1.5	0.707106781186548	0.32258064516129	229.1	1	0.2	ns	0	0.000000000;0.002444836	0.4141	ns
LINE	L1	L1MA5A	0	0	290	3468	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001063125	0.6321	ns
LINE	L1	L1MC5	1	0.21505376344086	290	14542	2.33333333333333	1.211060141639	0.50179211469534	229.1	3	0.6	ns	6.876633e-05	1.741011e-06;3.830813e-04	0.736	ns
LINE	L1	L1ME3A	1	0.21505376344086	290	15952	1.75	1.16496474502144	0.376344086021505	229.1	6	1.2	ns	6.268806e-05	1.587123e-06;3.492255e-04	1	ns
LINE	L1	L1M3	2	0.43010752688172	290	7342	1	0	0.21505376344086	229.1	5	1	ns	0.0002724053	3.299125e-05;9.836717e-04	0.2642	ns
LINE	L1	L1PA3	0	0	290	10981	3	1.82574185835055	0.645161290322581	229.1	1	0.2	ns	0	0.0000000000;0.0003358765	0.08325	ns
LINE	L1	L1MA8	0	0	290	11340	1.375	0.517549169506766	0.295698924731183	229.1	1	0.2	ns	0	0.0000000000;0.0003252451	0.6523	ns
LINE	L1	L1P5	0	0	290	795	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.004629351	0.6319	ns
LINE	L1	L1MEg2	0	0	290	755	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.004874016	0.6319	ns
LINE	L1	L1ME4b	2	0.43010752688172	290	24589	2.25	1.28173988892331	0.483870967741935	229.1	6	1.2	ns	8.133718e-05	9.850462e-06;2.937867e-04	1	ns
LINE	L1	L1M7	0	0	290	3066	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001202434	0.6321	ns
LINE	L1	L1MCb	4	0.860215053763441	290	2163	1	0	0.21505376344086	229.1	4	0.8	ns	0.001849283	0.0005040901;0.0047280722	0.01896	*
LINE	L1	L1PREC2	2	0.43010752688172	290	8187	2.28571428571429	1.25356634105602	0.491551459293395	229.1	6	1.2	ns	0.0002442897	2.958599e-05;8.821770e-04	1	ns
LINE	L1	L1MDa	4	0.860215053763441	290	7116	1.71428571428571	1.25356634105602	0.368663594470046	229.1	8	0.8	ns	0.0005621135	0.0001531776;0.0014386028	0.09531	ns
LINE	L1	L1M2a1	0	0	290	126	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.02885241	0.6307	ns
LINE	L1	L1ME3	2	0.43010752688172	290	9163	1	0	0.21505376344086	229.1	3	0.6	ns	0.0002182691	0.0000264345;0.0007882384	0.2642	ns
LINE	L1	L1MA5	0	0	290	4539	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0008123774	0.6321	ns
LINE	L1	L1PBa	0	0	290	2196	1.2	0.447213595499958	0.258064516129032	229.1	1	0.2	ns	0	0.000000000;0.001678407	0.6385	ns
LINE	L1	L1PA2	0	0	290	5059	1.7	0.674948557710553	0.365591397849462	229.1	1	0.2	ns	0	0.0000000000;0.0007289059	0.4254	ns
LINE	L1	L1MCc	3	0.645161290322581	290	3274	1	na	0.21505376344086	229.1	2	0.4	ns	0.0009163103	0.0001890051;0.0026754900	0.08027	ns
LINE	L1	L1MC4a	1	0.21505376344086	290	9998	1.33333333333333	0.516397779494322	0.28673835125448	229.1	5	1	ns	0.00010002	2.532284e-06;5.571484e-04	1	ns
LINE	L1	L1M4c	7	1.50537634408602	290	3669	1.25	0.5	0.268817204301075	229.1	5	1	ns	0.001907877	0.0007673987;0.0039269800	0.0003189	***
LINE	L1	L1PA4	0	0	290	12154	3.4	1.57762127549323	0.731182795698925	229.1	1	0.2	ns	0	0.0000000000;0.0003034655	0.05641	ns
LINE	L1	L1M6	0	0	290	5382	1.5	0.836660026534076	0.32258064516129	229.1	1	0.2	ns	0	0.0000000000;0.0006851757	0.4142	ns
LINE	L1	HAL1	3	0.645161290322581	290	21470	1.85714285714286	1.21498579258791	0.399385560675883	229.1	7	1	ns	0.0001397299	2.881658e-05;4.082951e-04	0.4408	ns
LINE	L1	L1ME3D	0	0	290	4320	1.28571428571429	0.487950036474267	0.276497695852535	229.1	1	0.2	ns	0	0.0000000000;0.0008535428	0.6445	ns
LINE	L1	HAL1ME	0	0	290	7432	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0004962277	0.6321	ns
LINE	L1	L1ME3Cz	0	0	290	14315	1.33333333333333	0.816496580927726	0.28673835125448	229.1	1	0.2	ns	0	0.0000000000;0.0002576601	0.6485	ns
LINE	L1	L1MB3	2	0.43010752688172	290	17905	1.75	0.886405260427918	0.376344086021505	229.1	7	1	ns	0.0001117006	1.352775e-05;4.034423e-04	0.6959	ns
LINE	L1	L1M4b	0	0	290	4321	2.6	1.14017542509914	0.559139784946237	229.1	1	0.2	ns	0	0.0000000000;0.0008533454	0.1967	ns
LINE	L1	L1MEh	1	0.21505376344086	290	3029	1.33333333333333	0.577350269189626	0.28673835125448	229.1	3	0.6	ns	0.000330142	8.358436e-06;1.838046e-03	1	ns
LINE	L1	L1MCa	8	1.72043010752688	290	7253	1.33333333333333	0.516397779494322	0.28673835125448	229.1	7	1	ns	0.001102992	0.0004763101;0.0021721707	7.624e-05	***
LINE	L1	L1MA6	0	0	290	5561	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0006631283	0.6321	ns
LINE	L1	L1P4	0	0	290	3886	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0009488238	0.6321	ns
LINE	L1	L1P1	0	0	290	3275	1.5	0.707106781186548	0.32258064516129	229.1	1	0.2	ns	0	0.000000000;0.001125741	0.4142	ns
LINE	L1	L1MEf	10	2.1505376344086	290	11567	3	0	0.645161290322581	229.1	4	0.8	ns	0.0008645284	0.0004146503;0.0015893219	0.0011	**
LINE	L1	L1M3e	0	0	290	804	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.004577649	0.6319	ns
LINE	L1	L1MA7	0	0	290	8731	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0004224144	0.6321	ns
LINE	L1	L1MB2	0	0	290	9142	1.5	0.755928946018454	0.32258064516129	229.1	1	0.2	ns	0	0.0000000000;0.0004034276	0.4142	ns
LINE	L1	L1ME1	1	0.21505376344086	290	31696	3.6	1.42984070596848	0.774193548387097	229.1	2	0.4	ns	3.154972e-05	7.987695e-07;1.757711e-04	0.2815	ns
LINE	L1	L1MEi	0	0	290	5333	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.000691469	0.6321	ns
LINE	L1	L1PA17	0	0	290	4782	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0007711119	0.6321	ns
LINE	L1	L1PA12	0	0	290	1802	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002045009	0.632	ns
LINE	L1	L1HS	0	0	290	1608	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00229145	0.632	ns
LINE	Penelope	Penelope1_Vert	0	0	290	1070	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003441615	0.6319	ns
LINE	Penelope	tot	0	0	290	1070	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003441615	0.6319	ns
LINE	L2	X24_LINE	0	0	290	549	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.006696747	0.6318	ns
LINE	L2	L2	0	0	290	53918	4.9	1.3703203194063	1.05376344086022	229.1	1	0.2	ns	0	0.000000e+00;6.841413e-05	0.01941	*
LINE	L2	L2d	1	0.21505376344086	290	27688	1.625	0.744023809142845	0.349462365591398	229.1	5	1	ns	3.611673e-05	9.143960e-07;2.012129e-04	1	ns
LINE	L2	L2d2	4	0.860215053763441	290	52185	4.33333333333333	1.6583123951777	0.931899641577061	229.1	7	1	ns	7.665038e-05	2.088503e-05;1.962437e-04	1	ns
LINE	L2	L2c	2	0.43010752688172	290	125583	7.3	2.40601099101581	1.56989247311828	229.1	1	0.2	ns	1.592572e-05	1.928685e-06;5.752799e-05	0.04125	*
LINE	L2	L2-3_Crp	0	0	290	1719	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002143644	0.632	ns
LINE	L2	L2-2_Mam	0	0	290	536	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.006858609	0.6318	ns
LINE	L2	tot	17	3.65591397849462	290	520273	32.1	5.10881590977792	6.90322580645161	229.1	1	0.2	ns	3.267515e-05	1.903459e-05;5.231557e-05	0.005929	**
LINE	L2	L2b	4	0.860215053763441	290	90755	3.7	1.70293863659264	0.795698924731183	229.1	7	1	ns	4.407471e-05	0.0000120090;0.0001128449	0.7913	ns
LINE	L2	L2a	7	1.50537634408602	290	165811	11.8	3.9665266081716	2.53763440860215	229.1	2	0.4	ns	4.221674e-05	1.697348e-05;8.698067e-05	0.1894	ns
LINE	RTE-X	tot	0	0	290	15508	2	1	0.43010752688172	229.1	1	0.2	ns	0	0.0000000000;0.0002378412	0.2782	ns
LINE	RTE-X	L4_B_Mam	0	0	290	3242	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001137194	0.6321	ns
LINE	RTE-X	L4_C_Mam	0	0	290	5016	1.25	0.5	0.268817204301075	229.1	1	0.2	ns	0	0.0000000000;0.0007351522	0.6418	ns
LINE	RTE-X	L5	0	0	290	727	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00506126	0.6319	ns
LINE	RTE-X	L4_A_Mam	0	0	290	6523	1.4	0.547722557505166	0.301075268817204	229.1	1	0.2	ns	0	0.000000000;0.000565359	0.6547	ns
LINE	RTE-BovB	MamRTE1	0	0	290	8666	1.25	0.5	0.268817204301075	229.1	1	0.2	ns	0	0.0000000000;0.0004255821	0.6418	ns
LINE	RTE-BovB	tot	0	0	290	8713	1.25	0.5	0.268817204301075	229.1	1	0.2	ns	0	0.0000000000;0.0004232869	0.6418	ns
LINE	CR1	L3b	0	0	290	9533	1.25	0.5	0.268817204301075	229.1	1	0.2	ns	0	0.0000000000;0.0003868841	0.6419	ns
LINE	CR1	Plat_L3	0	0	290	3304	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001115866	0.6321	ns
LINE	CR1	X17_LINE	0	0	290	944	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003900086	0.6319	ns
LINE	CR1	X6B_LINE	0	0	290	851	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.004325377	0.6319	ns
LINE	CR1	L3	1	0.21505376344086	290	44886	3.33333333333333	1.5	0.716845878136201	229.1	2	0.4	ns	2.227866e-05	5.640467e-07;1.241224e-04	0.2757	ns
LINE	CR1	tot	1	0.21505376344086	290	67765	4.33333333333333	1.6583123951777	0.931899641577061	229.1	1	0.2	ns	1.475688e-05	3.736118e-07;8.221730e-05	0.1435	ns
LINE	CR1	CR1-3_Croc	0	0	290	1320	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002790704	0.632	ns
LTR?	LTR?	Eutr5	0	0	290	404	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00908933	0.6317	ns
LTR?	LTR?	MamRep605	0	0	290	3511	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001050112	0.6321	ns
LTR?	LTR?	Eutr18	0	0	290	672	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.005474365	0.6318	ns
LTR?	LTR?	tot	0	0	290	8335	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0004424791	0.6321	ns
LTR?	LTR?	MamRep1151	0	0	290	1253	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002939708	0.632	ns
LTR?	LTR?	MamRep605b	0	0	290	2330	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001581957	0.632	ns
LTR?	tot	tot	0	0	290	8335	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0004424791	0.6321	ns
tot	tot	tot	290	62.3655913978495	290	4145551	229.1	9.03634636097773	49.2688172043011	229.1	11	0.2	ns	6.995451e-05	6.213432e-05;7.848654e-05	0.0001089	***
Retroposon	tot	tot	2	0.43010752688172	290	5701	1.5	0.707106781186548	0.32258064516129	229.1	3	0.6	ns	0.0003508156	4.248823e-05;1.266686e-03	0.6653	ns
Retroposon	SVA	tot	2	0.43010752688172	290	5701	1.5	0.707106781186548	0.32258064516129	229.1	3	0.6	ns	0.0003508156	4.248823e-05;1.266686e-03	0.6653	ns
Retroposon	SVA	SVA_D	2	0.43010752688172	290	1480	0	0	0	229.1	na	na	na	na	na	na	na
Retroposon	SVA	SVA_F	1	0.21505376344086	290	994	1.5	0.707106781186548	0.32258064516129	229.1	2	0.4	ns	0.001006036	2.547031e-05;5.592402e-03	1	ns
LTR	ERV1--int	MER61-int	0	0	290	1206	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003054099	0.632	ns
LTR	ERV1--int	HERV35I-int	0	0	290	621	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.005922616	0.6318	ns
LTR	ERV1--int	HERV9NC-int	0	0	290	257	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01425109	0.6314	ns
LTR	ERV1--int	MER34-int	0	0	290	416	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.008828298	0.6317	ns
LTR	ERV1--int	HERVIP10FH-int	0	0	290	429	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.008561923	0.6317	ns
LTR	ERV1--int	MER65-int	0	0	290	1067	1.5	0.707106781186548	0.32258064516129	229.1	1	0.2	ns	0	0.000000000;0.003451275	0.414	ns
LTR	ERV1--int	tot	1	0.21505376344086	290	43970	5.5	2.12132034355964	1.18279569892473	229.1	2	0.4	ns	2.274278e-05	5.757972e-07;1.267081e-04	0.0518	ns
LTR	ERV1--int	HUERS-P1-int	0	0	290	529	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00694905	0.6318	ns
