chr5-20	chr5	146210897	146211113	+	27.6	0.844	38.000000	52.0	5.3	9.75	4.29e-33	29.66	1.38e-54	1.01
chr16-36	chr16	2803910	2804126	+	27.6	0.740	40.000000	52.0	0.7	73.10	1.24e-76	14.12	9.17e-41	0.98
chr22-10	chr22	40178626	40178842	+	27.6	0.817	39.000000	52.0	3.2	16.25	1.01e-43	21.71	6.34e-50	1.03
chrX-1	chrX	123717788	123718004	+	27.6	0.849	43.000000	52.0	4.3	12.18	1.12e-37	15.63	6.68e-43	0.96
chr1-23	chr1	28071931	28072147	+	27.1	0.887	38.000000	51.0	3.6	14.34	2.50e-40	22.76	5.26e-50	1.01
chr1-25	chr1	228244087	228244303	+	27.1	0.879	38.000000	51.0	8.5	5.97	4.71e-23	6.66	4.26e-25	1.01
chr6-6	chr6	149855162	149855378	+	27.1	0.750	38.000000	51.0	2.8	17.92	5.73e-45	27.37	6.30e-54	1.03
chr10-20	chr10	70198691	70198907	+	27.1	0.744	41.000000	51.0	1.8	28.68	6.34e-55	19.16	2.29e-46	1.01
chr17-20	chr17	29034756	29034972	+	27.1	0.852	35.000000	52.0	1.4	36.55	2.81e-61	20.90	3.36e-48	1.13
chr20-8	chr20	63681494	63681710	+	27.1	0.786	41.000000	53.0	2.5	21.29	2.01e-50	13.29	9.16e-39	1.01
chr1-21	chr1	28643157	28643373	+	26.6	0.902	39.000000	50.0	3.6	14.06	3.59e-39	11.56	3.01e-35	1.01
chr2-12	chr2	174648981	174649197	+	26.6	0.841	39.000000	50.0	1.1	46.86	2.95e-64	21.88	3.06e-48	1.01
chr5-19	chr5	172760231	172760447	+	26.6	0.821	41.000000	50.0	2.5	20.08	1.84e-46	12.59	5.89e-37	1.01
chr1-26	chr1	47314234	47314450	+	26.0	0.671	37.000000	49.0	1.4	34.44	1.29e-56	17.82	3.78e-43	0.99
chr1-28	chr1	173462738	173462954	+	26.0	0.821	37.000000	49.0	1.4	34.44	1.29e-56	27.61	4.63e-52	1.08
chr6-4	chr6	100271285	100271501	+	26.0	0.818	43.000000	49.0	1.4	34.44	1.29e-56	29.85	1.16e-53	0.92
chr6-5	chr6	170078581	170078797	+	26.0	0.610	41.000000	49.0	2.1	22.96	2.74e-48	8.80	2.43e-29	0.94
chr15-4	chr15	101734962	101735178	+	26.0	0.881	37.000000	49.0	4.3	11.48	1.91e-34	15.89	7.34e-41	1.02
chr9-5	chr9	107422333	107422549	+	25.5	0.817	33.000000	48.0	1.1	44.99	6.36e-61	21.62	3.25e-45	1.13
chr19-7	chr19	49382755	49382971	+	25.5	0.877	34.000000	48.0	2.8	16.87	3.12e-41	21.01	1.44e-45	1.05
chr22-11	chr22	19104125	19104341	+	25.5	0.754	36.000000	48.0	2.5	19.28	7.27e-44	13.78	2.73e-37	1.02
chr22-9	chr22	38810035	38810251	+	25.5	0.754	40.000000	48.0	2.1	22.49	6.30e-47	13.87	2.05e-37	0.94
chr1-33	chr1	231357291	231357507	+	24.4	0.690	35.000000	46.0	3.6	12.93	1.25e-34	15.59	4.16e-38	0.97
chr5-21	chr5	451979	452195	+	24.4	0.828	36.000000	46.0	1.4	32.33	4.98e-52	17.28	4.86e-40	1.07
chr11-6	chr11	61154606	61154822	+	24.4	0.703	38.000000	46.0	1.8	25.87	1.01e-47	22.06	1.13e-44	0.90
chr14-4	chr14	53137675	53137891	+	24.4	0.931	40.000000	47.0	2.1	22.02	1.42e-45	19.03	7.40e-42	0.95
chr15-8	chr15	85132012	85132228	+	24.4	0.803	33.000000	46.0	2.5	18.48	2.65e-41	18.85	1.10e-41	1.07
chr1-38	chr1	64562072	64562288	+	23.9	0.780	33.000000	45.0	2.5	18.08	4.91e-40	18.28	3.06e-40	1.07
chr1-43	chr1	232950904	232951120	+	23.9	0.730	33.000000	45.0	6.0	7.44	3.34e-24	15.25	6.49e-37	1.10
chr3-4	chr3	38387113	38387329	+	23.9	0.862	30.000000	45.0	2.8	15.82	1.41e-37	23.87	3.27e-45	1.18
chr5-27	chr5	171630168	171630384	+	23.9	0.746	30.000000	45.0	3.9	11.50	8.33e-32	15.03	7.27e-36	1.19
chr6-13	chr6	157390290	157390506	+	23.9	0.887	34.000000	46.0	1.8	25.87	1.01e-47	22.05	9.90e-44	1.03
chr7-14	chr7	137952992	137953208	+	23.9	0.848	38.000000	45.0	2.1	21.09	6.75e-43	15.50	2.05e-36	0.98
chr10-25	chr10	92641576	92641792	+	23.9	0.870	37.000000	45.0	0.7	63.26	9.04e-64	34.98	1.99e-52	0.92
chr10-22	chr10	101236885	101237101	+	23.9	0.790	39.000000	45.0	3.6	12.65	1.62e-33	16.49	2.39e-38	0.90
chr19-5	chr19	45863167	45863383	+	23.9	0.762	39.000000	46.0	2.1	21.56	3.13e-44	10.68	1.77e-30	0.97
chr1-24	chr1	45821346	45821562	+	23.4	0.768	38.000000	45.0	2.5	18.08	4.91e-40	22.54	3.37e-43	0.90
chr9-4	chr9	75889728	75889944	+	23.4	0.767	34.000000	44.0	1.1	41.24	2.30e-54	20.62	1.14e-40	0.98
chr11-7	chr11	117453892	117454108	+	23.4	0.786	34.000000	44.0	2.5	17.67	8.89e-39	17.10	3.49e-38	1.11
chr13-7	chr13	75481361	75481577	+	23.4	0.629	34.000000	44.0	9.2	4.76	1.46e-16	8.69	9.48e-26	0.98
chr17-30	chr17	82609675	82609891	+	23.4	0.847	29.000000	44.0	2.8	15.46	2.24e-36	10.12	6.52e-29	1.15
chr19-9	chr19	15104063	15104279	+	23.4	0.812	31.000000	44.0	2.1	20.62	1.43e-41	15.74	1.07e-36	1.07
chr21-13	chr21	44800229	44800445	+	23.4	0.846	30.000000	44.0	2.8	15.46	2.24e-36	13.59	4.53e-34	1.19
chr7-15	chr7	38889150	38889366	+	22.8	0.887	36.000000	43.0	3.2	13.43	3.88e-33	27.30	1.08e-45	0.95
chr14-6	chr14	32201918	32202134	+	22.8	0.754	30.000000	43.0	1.8	24.18	1.64e-43	20.62	1.14e-40	1.08
chr16-46	chr16	9078664	9078880	+	22.8	0.839	32.000000	43.0	2.5	17.27	1.57e-37	15.63	8.85e-36	1.12
chr19-8	chr19	2774166	2774382	+	22.8	0.721	32.000000	43.0	2.5	17.27	1.57e-37	12.27	1.42e-31	1.01
chr1-47	chr1	161765272	161765488	+	22.3	0.814	31.000000	42.0	2.1	19.68	5.93e-39	16.80	2.11e-35	1.06
chr6-14	chr6	57165145	57165361	+	22.3	0.852	33.000000	42.0	1.1	39.36	3.82e-51	37.87	1.86e-50	1.02
chr11-8	chr11	20008314	20008530	+	22.3	0.762	33.000000	42.0	0.2	236.18	1.88e-83	23.67	3.64e-42	1.02
chr12-5	chr12	95513668	95513884	+	22.3	0.824	38.000000	42.0	0.4	118.09	6.94e-71	22.81	1.60e-41	0.83
chr15-5	chr15	76684052	76684268	+	22.3	0.831	36.000000	43.0	4.3	10.08	3.23e-28	23.67	3.64e-42	0.99
chr1-37	chr1	169486064	169486280	+	21.8	0.776	34.000000	41.0	4.3	9.61	3.22e-26	16.85	1.25e-34	0.99
chr6-7	chr6	15961062	15961278	+	21.8	0.830	37.000000	41.0	2.1	19.21	1.17e-37	28.01	4.39e-44	0.90
chr6-8	chr6	36042738	36042954	+	21.8	0.746	36.000000	42.0	1.1	39.36	3.82e-51	24.32	1.15e-41	0.88
chr6-10	chr6	131367014	131367230	+	21.8	0.887	35.000000	41.0	2.8	14.41	7.75e-33	23.40	5.26e-41	0.96
chr13-6	chr13	66943606	66943822	+	21.8	0.700	34.000000	41.0	4.6	8.87	6.06e-25	18.30	7.75e-37	0.90
chr18-11	chr18	35956305	35956521	+	21.8	0.718	37.000000	41.0	2.8	14.41	7.75e-33	12.75	8.22e-31	0.90
chr1-53	chr1	236779299	236779515	+	21.3	0.734	29.000000	40.0	4.3	9.37	3.10e-25	12.02	3.66e-29	1.06
chr2-15	chr2	219200532	219200748	+	21.3	0.638	31.000000	40.0	3.6	11.25	4.21e-28	12.61	6.29e-30	1.02
chr5-23	chr5	950239	950455	+	21.3	0.941	32.000000	40.0	1.4	28.12	4.07e-43	14.09	1.03e-31	1.02
chr6-9	chr6	106325663	106325879	+	21.3	0.827	36.000000	41.0	2.1	19.21	1.17e-37	19.60	4.12e-37	0.88
chr6-12	chr6	154760798	154761014	+	21.3	0.792	34.000000	41.0	2.8	14.41	7.75e-33	20.97	3.16e-38	0.96
chr7-17	chr7	40107237	40107453	+	21.3	0.906	33.000000	40.0	0.7	56.23	7.28e-55	25.40	2.05e-41	1.02
chr8-9	chr8	91036098	91036314	+	21.3	0.823	25.000000	40.0	0.4	112.47	9.45e-67	18.40	4.53e-36	1.33
chr9-7	chr9	134076705	134076921	+	21.3	0.787	32.000000	40.0	2.8	14.06	1.12e-31	14.31	5.75e-32	1.10
chr11-11	chr11	69692469	69692685	+	21.3	0.763	27.000000	40.0	2.1	18.74	2.25e-36	20.26	1.17e-37	1.18
chr13-12	chr13	78823315	78823531	+	21.3	0.860	30.000000	41.0	3.6	11.53	3.64e-29	17.01	8.80e-35	1.06
chr14-5	chr14	20332081	20332297	+	21.3	0.815	32.000000	40.0	1.4	28.12	4.07e-43	24.70	5.96e-41	1.10
chr15-7	chr15	66903612	66903828	+	21.3	0.738	33.000000	40.0	6.0	6.62	6.18e-20	10.19	1.53e-26	1.02
chr17-25	chr17	50425433	50425649	+	21.3	0.733	32.000000	40.0	3.9	10.22	1.35e-26	12.70	4.85e-30	0.96
chr22-12	chr22	24024466	24024682	+	21.3	0.767	33.000000	40.0	2.1	18.74	2.25e-36	17.01	8.80e-35	1.02
chr1-45	chr1	234438631	234438847	+	20.7	0.705	32.000000	39.0	2.5	15.67	1.22e-32	14.65	1.40e-31	0.96
chr6-20	chr6	112968012	112968228	+	20.7	0.848	28.000000	39.0	2.1	18.28	4.22e-35	23.44	4.05e-39	1.06
chr7-16	chr7	152960992	152961208	+	20.7	0.872	34.000000	39.0	3.2	12.18	1.10e-28	15.29	2.96e-32	0.90
chr9-6	chr9	79734449	79734665	+	20.7	0.759	32.000000	40.0	3.2	12.50	8.80e-30	6.39	1.54e-18	0.93
chr10-26	chr10	13473971	13474187	+	20.7	0.554	36.000000	39.0	3.2	12.18	1.10e-28	4.07	8.40e-13	0.96
chr12-16	chr12	106217798	106218014	+	20.7	0.868	29.000000	39.0	1.4	27.41	1.15e-41	21.18	1.77e-37	1.06
chr13-16	chr13	75537671	75537887	+	20.7	0.820	29.000000	39.0	5.0	7.83	5.95e-22	10.16	7.00e-26	1.06
chr13-8	chr13	79462253	79462469	+	20.7	0.840	33.000000	39.0	3.6	10.97	4.75e-27	11.42	1.13e-27	0.90
chr13-19	chr13	80135508	80135724	+	20.7	0.758	28.000000	39.0	5.3	7.31	6.21e-21	13.22	5.84e-30	1.06
chr16-52	chr16	81777518	81777734	+	20.7	0.889	28.000000	39.0	3.2	12.18	1.10e-28	12.47	4.79e-29	1.10
chr17-31	chr17	62531009	62531225	+	20.7	0.922	28.000000	39.0	1.4	27.41	1.15e-41	21.41	9.91e-37	1.16
chr19-16	chr19	46380763	46380979	+	20.7	0.911	27.000000	39.0	2.1	18.28	4.22e-35	14.90	7.58e-32	1.10
chr1-56	chr1	56831907	56832123	+	20.2	0.900	28.000000	38.0	3.2	11.87	1.35e-27	12.15	5.99e-28	1.07
chr1-59	chr1	88974988	88975204	+	20.2	0.769	27.000000	38.0	4.6	8.22	3.96e-22	18.23	3.36e-34	1.07
chr2-23	chr2	191321864	191322080	+	20.2	0.880	27.000000	38.0	3.9	9.71	1.38e-24	25.57	1.55e-39	1.11
chr3-8	chr3	158018538	158018754	+	20.2	0.796	28.000000	38.0	1.1	35.61	7.94e-45	42.83	8.36e-48	1.07
chr6-11	chr6	99588725	99588941	+	20.2	0.736	34.000000	38.0	1.8	21.37	1.07e-36	25.57	1.55e-39	0.85
chr7-23	chr7	16914825	16915041	+	20.2	0.796	28.000000	38.0	2.8	13.36	2.16e-29	27.63	9.08e-41	1.03
chr8-4	chr8	8469568	8469784	+	20.2	0.816	29.000000	38.0	1.8	21.37	1.07e-36	35.69	7.34e-45	1.07
chr9-15	chr9	79655247	79655463	+	20.2	0.804	26.000000	38.0	2.8	13.36	2.16e-29	9.11	1.22e-23	1.16
chr9-31	chr9	100198342	100198558	+	20.2	0.880	23.000000	38.0	1.4	26.71	3.14e-40	27.63	9.08e-41	1.32
chr9-24	chr9	135644224	135644440	+	20.2	0.849	25.000000	38.0	3.6	10.68	5.22e-26	21.15	1.55e-36	1.16
chr12-10	chr12	98484983	98485199	+	20.2	0.889	31.000000	38.0	2.5	15.26	1.91e-31	14.77	6.17e-31	1.03
chr15-15	chr15	68969425	68969641	+	20.2	0.776	24.000000	38.0	0.4	106.84	1.16e-62	16.16	2.49e-32	1.21
chr16-48	chr16	53150913	53151129	+	20.2	0.868	31.000000	38.0	0.7	53.42	2.24e-51	36.45	3.37e-45	1.03
chr20-15	chr20	63719188	63719404	+	20.2	0.746	31.000000	38.0	0.7	53.42	2.24e-51	13.08	4.54e-29	1.03
chr22-13	chr22	49991292	49991508	+	20.2	0.854	31.000000	39.0	2.1	18.28	4.22e-35	9.53	1.04e-23	0.97
chr1-55	chr1	56565148	56565364	+	19.7	0.796	28.000000	37.0	1.8	20.81	2.29e-35	15.74	4.03e-31	1.00
chr2-21	chr2	127526746	127526962	+	19.7	0.800	27.000000	37.0	2.8	13.00	2.90e-28	15.74	4.03e-31	1.04
chr6-21	chr6	4112436	4112652	+	19.7	0.870	27.000000	37.0	1.1	34.68	2.83e-43	26.48	4.44e-39	1.08
chr6-26	chr6	133863389	133863605	+	19.7	0.820	26.000000	37.0	1.4	26.01	8.40e-39	18.74	9.04e-34	1.08
chr6-18	chr6	149750436	149750652	+	19.7	0.800	29.000000	37.0	4.6	8.00	3.26e-21	10.49	4.22e-25	0.97
chr8-5	chr8	37785005	37785221	+	19.7	0.782	29.000000	37.0	3.9	9.46	1.35e-23	9.48	1.25e-23	1.00
chr9-22	chr9	112712753	112712969	+	19.7	0.905	25.000000	37.0	1.4	26.01	8.40e-39	18.74	9.04e-34	1.12
chr10-46	chr10	60845133	60845349	+	19.7	0.792	26.000000	37.0	2.5	14.86	2.93e-30	18.24	1.70e-32	1.09
chr13-22	chr13	79173015	79173231	+	19.7	0.800	27.000000	37.0	3.2	11.56	1.60e-26	15.16	1.46e-30	1.08
chr17-37	chr17	16371929	16372145	+	19.7	0.864	25.000000	37.0	2.1	17.34	1.38e-32	15.16	1.46e-30	1.12
chr18-13	chr18	21872624	21872840	+	19.7	0.707	31.000000	37.0	3.9	9.46	1.35e-23	19.40	2.71e-34	0.91
chr21-17	chr21	46516190	46516406	+	19.7	0.754	28.000000	37.0	2.1	17.34	1.38e-32	15.30	1.06e-30	1.04
chr22-15	chr22	27212518	27212734	+	19.7	0.745	28.000000	37.0	3.6	10.40	5.59e-25	14.14	1.65e-29	1.00
chrX-2	chrX	102664780	102664996	+	19.7	0.783	37.000000	37.0	2.8	13.00	2.90e-28	10.90	1.16e-25	0.91
chr1-78	chr1	31561465	31561681	+	19.1	0.863	24.000000	36.0	1.4	25.31	2.19e-37	12.39	7.59e-27	1.24
chr1-39	chr1	110180874	110181090	+	19.1	0.830	33.000000	36.0	2.1	16.87	2.39e-31	12.48	5.89e-27	0.88
chr1-61	chr1	156959441	156959657	+	19.1	0.633	27.000000	36.0	2.1	16.87	2.39e-31	9.55	3.89e-23	1.01
chr1-48	chr1	228103129	228103345	+	19.1	0.600	30.000000	36.0	7.5	4.82	5.25e-14	4.80	5.86e-14	0.94
chr3-6	chr3	45562124	45562340	+	19.1	0.907	28.000000	38.0	0.2	213.69	5.06e-74	17.64	5.24e-32	1.05
chr3-5	chr3	101780801	101781017	+	19.1	0.884	29.000000	36.0	1.1	33.74	9.83e-42	17.45	7.58e-32	0.94
chr5-26	chr5	79720051	79720267	+	19.1	0.909	30.000000	36.0	1.4	25.31	2.19e-37	22.54	1.19e-35	0.97
chr5-30	chr5	129097570	129097786	+	19.1	0.740	28.000000	36.0	1.8	20.24	4.77e-34	17.84	3.62e-32	1.01
chr7-32	chr7	138295528	138295744	+	19.1	0.849	26.000000	38.0	2.1	17.81	7.73e-34	15.03	1.19e-29	1.13
chr11-9	chr11	61435529	61435745	+	19.1	0.765	31.000000	36.0	2.5	14.46	4.36e-29	14.36	5.47e-29	0.91
chr12-18	chr12	32056347	32056563	+	19.1	0.889	28.000000	36.0	1.8	20.24	4.77e-34	20.04	6.79e-34	0.97
chr12-19	chr12	46093497	46093713	+	19.1	0.891	26.000000	36.0	1.8	20.24	4.77e-34	17.08	1.56e-31	1.13
chr13-27	chr13	73614498	73614714	+	19.1	0.685	25.000000	36.0	6.4	5.62	5.73e-16	12.58	4.55e-27	1.09
chr13-10	chr13	94327934	94328150	+	19.1	0.792	31.000000	36.0	2.5	14.46	4.36e-29	9.07	2.05e-22	0.91
chr18-17	chr18	26071091	26071307	+	19.1	0.755	26.000000	36.0	1.1	33.74	9.83e-42	25.76	1.18e-37	1.09
chr18-14	chr18	36067542	36067758	+	19.1	0.741	29.000000	36.0	6.8	5.33	2.85e-15	8.37	2.69e-21	1.01
chr20-27	chr20	36282767	36282983	+	19.1	0.780	24.000000	36.0	0.2	202.44	2.25e-69	15.76	2.41e-30	1.13
chr21-12	chr21	31493522	31493738	+	19.1	0.882	31.000000	36.0	2.5	14.46	4.36e-29	16.56	4.48e-31	0.97
chrX-10	chrX	3149927	3150143	+	19.1	0.872	24.000000	36.0	1.4	25.31	2.19e-37	19.32	2.36e-33	1.18
chr3-9	chr3	160450201	160450417	+	18.6	0.667	28.000000	35.0	3.9	8.95	1.18e-21	14.22	4.40e-28	0.94
chr5-33	chr5	80480431	80480647	+	18.6	0.732	27.000000	36.0	1.1	33.74	9.83e-42	22.87	6.44e-35	1.01
chr5-35	chr5	154687891	154688107	+	18.6	0.864	25.000000	35.0	2.8	12.30	4.79e-26	12.33	4.47e-26	1.05
chr6-33	chr6	20401230	20401446	+	18.6	0.766	23.000000	35.0	0.7	49.20	3.16e-46	9.92	4.54e-23	1.14
chr8-8	chr8	144031539	144031755	+	18.6	0.769	26.000000	35.0	3.2	10.93	2.09e-24	15.17	5.23e-29	1.05
chr9-23	chr9	134530826	134531042	+	18.6	0.760	25.000000	35.0	2.5	14.06	6.31e-28	12.73	1.60e-26	1.05
chr10-33	chr10	24740790	24741006	+	18.6	0.827	28.000000	35.0	1.1	32.80	3.32e-40	16.31	3.17e-29	0.98
chr10-39	chr10	52007145	52007361	+	18.6	0.792	27.000000	35.0	4.6	7.57	2.05e-19	18.14	1.46e-31	1.01
chr12-17	chr12	116317241	116317457	+	18.6	0.766	29.000000	35.0	2.5	14.06	6.31e-28	11.60	3.14e-25	0.98
chr13-9	chr13	80589430	80589646	+	18.6	0.672	32.000000	35.0	1.8	19.68	9.67e-33	16.79	1.88e-30	0.82
chr15-11	chr15	68444434	68444650	+	18.6	0.857	27.000000	35.0	1.4	24.60	5.54e-36	18.35	9.95e-32	0.98
chr15-10	chr15	89611381	89611597	+	18.6	0.765	29.000000	35.0	2.8	12.30	4.79e-26	15.94	1.04e-29	0.98
chr16-44	chr16	3003740	3003956	+	18.6	0.717	33.000000	35.0	2.8	12.30	4.79e-26	9.45	2.13e-22	0.82
chr16-53	chr16	89714586	89714802	+	18.6	0.809	28.000000	35.0	1.8	19.68	9.67e-33	8.67	3.13e-21	0.94
chr17-45	chr17	81977406	81977622	+	18.6	0.732	23.000000	35.0	4.6	7.57	2.05e-19	9.34	3.10e-22	1.14
chr1-50	chr1	32539036	32539252	+	18.1	0.833	29.000000	34.0	3.9	8.69	1.06e-20	9.12	2.42e-21	0.91
chr1-60	chr1	89723200	89723416	+	18.1	0.755	27.000000	34.0	1.4	23.90	1.37e-34	16.31	3.17e-29	1.05
chr1-72	chr1	196596484	196596700	+	18.1	0.884	25.000000	34.0	0.7	47.80	1.55e-44	24.80	3.96e-34	1.06
chr1-54	chr1	244400999	244401215	+	18.1	0.740	29.000000	35.0	2.8	12.30	4.79e-26	13.81	6.26e-27	1.01
chr2-25	chr2	61354027	61354243	+	18.1	0.854	26.000000	34.0	1.8	19.12	1.91e-31	19.40	1.19e-31	1.14
chr2-32	chr2	129553560	129553776	+	18.1	0.875	25.000000	34.0	0.7	47.80	1.55e-44	23.22	3.47e-34	1.05
chr3-7	chr3	45863191	45863407	+	18.1	0.731	28.000000	34.0	0.4	95.60	1.29e-54	21.59	3.73e-33	0.98
chr5-28	chr5	173581679	173581895	+	18.1	0.776	30.000000	34.0	5.0	6.83	1.37e-17	11.27	3.65e-24	0.94
chr5-34	chr5	178474912	178475128	+	18.1	0.804	26.000000	34.0	5.0	6.83	1.37e-17	15.33	2.28e-28	1.01
chr6-16	chr6	43702527	43702743	+	18.1	0.712	32.000000	34.0	3.6	9.56	5.84e-22	11.79	8.96e-25	0.82
chr6-22	chr6	44583051	44583267	+	18.1	0.944	27.000000	34.0	1.8	19.12	1.91e-31	22.88	5.67e-34	0.98
chr6-29	chr6	161121896	161122112	+	18.1	0.800	25.000000	34.0	3.2	10.62	2.29e-23	17.82	1.83e-30	1.05
chr7-26	chr7	2769222	2769438	+	18.1	0.844	27.000000	34.0	1.8	19.12	1.91e-31	17.30	3.27e-29	0.98
chr9-38	chr9	97403838	97404054	+	18.1	0.729	21.000000	34.0	1.1	31.87	1.09e-38	21.00	9.20e-33	1.25
chr10-32	chr10	90871965	90872181	+	18.1	0.804	29.000000	34.0	3.6	9.56	5.84e-22	23.95	1.27e-34	0.98
chr12-8	chr12	53365187	53365403	+	18.1	0.796	32.000000	34.0	0.7	47.80	1.55e-44	9.40	9.66e-22	0.85
chr12-9	chr12	56316314	56316530	+	18.1	0.567	31.000000	34.0	1.8	19.12	1.91e-31	10.72	1.73e-23	0.91
chr12-15	chr12	71441178	71441394	+	18.1	0.723	29.000000	34.0	1.8	19.12	1.91e-31	15.33	2.28e-28	0.91
